246	111	4	5.97
105	214	10	21.45
1369	968	5	64.31
2146	166	3	25.72
430	8	4	8.48
111	1227	3	12.69
1277	101	4	9.42
101	2029	7	32.95
129	150	14	54.33
1154	102	5	14.17
116	1773	3	17.98
860	324	3	24.49
1511	130	3	19.19
185	173	3	8.77
109	3452	3	19.42
2071	102	3	9.61
114	112	21	25.56
12	150	36	9.03
6105	9	3	24.7
12	329	55	162.5
1640	1402	3	38.75
102	411	5	4.88
111	464	7	27.41
617	115	6	28.12
3594	216	4	47.29
102	328	9	13.09
314	106	23	107
171	191	7	31.77
374	1315	8	94.61
111	330	4	8.33
101	1009	6	15.98
101	927	11	40.6
827	103	3	4.09
121	480	7	36.62
1170	3472	3	44.74
21	2	4	7.15
126	1112	4	24.5
2407	104	3	14.45
180	105	6	5.1
101	2209	3	9.25
333	196	3	14.33
114	440	5	17.92
130	825	4	22.6
1421	9	5	25.33
702	12	12	17.24
231	112	6	12.6
228	862	5	41.97
102	1532	3	7.21
128	1511	3	19.06
373	780	11	123.34
5296	5262	4	95.21
102	1428	4	11.48
2991	111	5	39.39
189	166	3	8.67
2	1102	3	4.55
217	348	5	31.75
247	637	6	49.95
2895	14	3	7.61
1708	14	5	10.78
1090	126	4	24.21
531	101	6	8.79
2	2825	10	75.46
104	333	4	4.91
2	2900	5	25.55
1697	101	3	7.3
12	1688	4	4.93
442	300	3	19.86
362	341	3	19.64
282	242	14	115.01
101	1182	4	8.85
997	12	6	5.48
445	112	6	21.28
150	276	5	22.24
123	12	263	655.37
105	915	3	8.68
103	2272	4	16.35
1027	12	7	8.44
415	112	8	31.69
3004	12	3	5.96
2750	1446	10	189.39
109	270	9	25.05
688	2407	4	52.23
223	396	9	71.26
2505	5280	3	55.75
581	465	3	24.7
148	385	7	41.11
339	471	3	21.36
1739	14	4	6.91
287	4421	4	54.61
699	111	4	14.33
107	598	3	6.46
496	101	6	8.04
266	1123	3	24.93
103	1763	3	8.72
326	115	3	6.12
103	1823	3	9.08
107	277	9	23.07
4830	3821	5	108.41
2713	14	4	11.77
160	155	3	6.41
1861	14	3	4.28
107	193	7	8.87
229	3477	4	48.09
126	271	6	22.79
791	1447	3	34
153	168	3	6.92
432	111	7	26.11
376	14	16	21.08
391	3147	4	51.67
1743	102	3	8.1
623	102	7	15.55
4079	12	3	8.72
101	309	18	41.12
219	217	9	57.58
898	104	3	7.62
398	109	3	5.1
165	751	6	45.31
101	1439	3	6.18
106	355	4	6.59
106	423	3	4.6
2	205	139	836.35
107	3703	5	40.02
599	112	3	8.28
102	1683	4	13.12
2211	12	4	7.31
3203	12	6	24.55
630	106	8	32.57
33	8	4	4.98
1445	101	3	6.18
114	623	3	9.7
225	727	9	83.69
174	182	4	13.74
470	573	3	24.68
2767	101	3	10.95
200	704	3	19.62
109	149	19	46.7
1717	112	3	15.02
2163	12	4	7.31
12	4305	3	8.72
1936	4624	5	97.69
429	1404	13	177.02
7877	12	3	16.65
1279	104	6	28.37
924	12	8	9.86
5124	760	3	44.5
1556	106	9	59.07
1635	950	3	36.27
202	195	3	10.77
166	103	10	4.27
4666	4448	4	85.2
107	473	3	5.32
1778	14	4	7.34
1080	103	3	5.53
2866	957	4	57.12
812	357	3	24.94
126	404	5	22.05
572	1365	3	31.62
167	1084	4	30.17
908	319	3	24.65
130	182	32	200.37
104	213	5	3.96
103	1005	3	5.2
825	14	7	9.17
103	931	5	12.21
220	170	9	50.5
101	1137	5	12.84
338	12	35	70.3
111	1991	3	16.15
2194	12	3	3.89
101	1257	6	19
302	343	3	18.17
7992	107	3	29.02
3233	104	3	17.29
103	2349	6	31.68
484	290	3	20.18
428	102	6	7.95
121	2090	3	20.45
821	102	3	3.86
103	2394	3	10.88
317	506	3	21.09
188	135	5	14.58
438	2	6	6.67
937	107	3	9.05
367	290	3	18.38
105	645	3	6.65
150	472	6	36.79
136	262	3	9.13
108	126	26	54.42
224	373	3	16.63
119	223	3	5.5
174	165	3	8.11
2062	108	4	22.99
1422	975	7	97.16
107	262	4	4.49
6489	4591	3	66.4
579	101	10	25
144	409	18	144.46
2	1427	6	20.24
170	247	4	17.04
101	233	40	130.88
101	189	34	73.85
594	504	5	47.67
101	114	67	62.86
982	158	3	19.37
2265	12	3	3.89
223	322	36	380.72
183	104	9	10.94
162	3465	3	30.27
2925	12	4	10.47
12	201	27	14.3
132	105	14	15.65
249	538	10	92.14
3474	4077	3	55.26
2	3207	3	12.28
1340	302	6	63.34
226	102	9	7.03
115	128	9	11.57
512	12	16	22.99
2094	105	3	14.42
1009	134	8	62.93
1314	106	4	17.1
156	140	7	22.34
2494	4083	3	51.93
407	103	11	25.9
374	1585	5	55.57
121	172	10	33.1
111	388	8	29.87
2255	1025	3	39.18
534	2598	3	36.22
2050	677	5	66.03
111	455	6	21.5
663	243	4	30.08
4227	7331	3	64.82
139	101	57	121.1
194	117	3	3.87
2	666	25	120.57
724	614	23	329.57
229	444	3	18.21
207	111	5	7.7
151	14	29	10.3
118	492	6	29.3
1425	115	3	15.32
103	162	23	34.04
129	201	3	6.15
130	883	8	57.97
332	118	5	18.14
3101	493	3	37.09
436	1571	3	30.97
1364	105	3	11.3
240	3011	3	32
9	274	4	4.82
1493	12	5	6.75
2075	2166	7	121.43
903	621	4	41.36
110	1114	3	11.9
276	101	10	10.49
1599	303	13	172.78
551	234	8	68.86
217	147	3	8.59
1952	101	3	8.38
1994	14	3	4.61
350	165	8	51.89
243	101	10	8.52
440	177	8	57.75
111	133	16	31.41
258	191	4	18.58
325	2774	4	47.39
863	101	5	9.74
304	148	4	16.69
2748	12	5	14.53
632	107	3	6.76
264	244	3	14.72
486	107	4	9.18
293	128	4	13.44
468	12	14	14.53
4071	3872	6	137.95
714	2527	3	37.93
110	572	5	17.87
1064	102	4	9.09
110	520	4	11.96
128	156	4	6.86
8	5194	4	38.88
102	112	64	49.26
197	161	14	83.6
2374	5131	5	100.48
940	14	8	14.24
101	3665	4	21.04
114	411	7	28.49
104	672	6	19.72
2178	14	3	5.39
1849	4160	6	116.78
1228	1134	4	49.93
962	101	4	7.18
103	464	29	138.15
975	14	13	37.8
1264	101	3	5.49
101	1866	4	13.01
820	104	4	11.73
111	1568	3	14.31
108	2379	3	16.33
106	707	5	16.63
5950	1632	3	52.06
1797	12	4	5.32
103	2699	5	26.4
2650	12	3	4.79
775	434	8	86.67
271	1401	4	37.77
133	290	5	19.96
1832	3904	6	116.78
177	2074	3	26.11
108	2432	3	16.33
179	109	10	19.32
2846	116	6	54.03
318	102	8	9.46
1249	102	4	10.48
1227	585	3	31.04
430	282	9	78.21
4430	158	3	32.67
105	121	15	11.94
1675	12	8	20.95
150	863	3	17.7
3393	105	3	18.28
831	107	3	8.3
347	454	3	21.37
355	369	54	744.55
2	4638	3	16
114	328	5	14.46
1393	361	3	28.7
221	14	20	13.5
103	330	22	70.41
13	1102	3	19.36
200	301	3	14.09
4624	117	4	40.63
3048	106	3	17.44
805	103	3	3.98
109	4376	3	21.66
3734	103	3	14.63
102	2855	4	18.42
103	1482	3	7.48
12	236	100	355.24
102	4909	5	39.56
111	438	17	96.35
101	788	5	9.08
109	933	8	42.59
1219	318	4	38.25
102	365	5	3.93
12	2932	3	5.96
2452	104	3	14.45
110	148	22	65.45
981	567	6	67.87
103	2047	4	15.68
116	458	6	26.64
126	169	7	19.99
353	364	4	28.78
107	171	9	12.63
283	107	16	59.45
110	779	5	21.01
112	333	18	90.71
528	14	11	14.66
137	524	14	109.66
145	281	3	10.13
2427	330	3	32.23
117	8	62	191.2
102	1821	3	8.8
311	931	5	46.58
478	101	10	21.72
101	1561	9	41.53
169	177	3	8.36
1740	101	4	12.02
1352	9	4	17.95
871	107	10	53.41
1348	2801	3	42.83
1194	383	4	39.94
1089	2569	3	40.74
103	723	8	22.68
2218	107	4	22.79
686	148	3	16.06
1037	1944	3	38.41
103	977	3	5.04
1617	5275	3	52.06
104	164	31	97.55
173	119	4	6.64
120	733	3	12.92
104	315	8	18.1
249	3245	3	33.23
6077	7444	3	68.64
206	291	3	14.21
103	2306	3	10.88
1132	4769	4	67.24
719	905	5	55.63
615	133	4	20.9
6209	8026	3	68.64
373	101	6	5.2
201	2963	3	30.63
527	444	3	24.04
362	14	9	4.13
1156	1166	3	35
4565	179	3	33.98
788	14	8	11.62
1010	103	7	23.41
12	2167	3	3.89
359	140	4	17.57
164	234	5	22.61
101	384	31	123.81
187	263	6	32.65
866	12	8	9.14
4042	149	3	30.31
274	276	6	39.74
2481	137	4	35.86
1360	12	7	12.64
3260	12	3	6.71
1507	302	5	52.18
101	1729	3	7.3
2074	3174	3	48
347	270	5	34.3
102	1457	3	6.94
150	669	6	40.99
104	815	5	16.59
1658	110	4	21.8
1085	346	5	50.07
9	232	4	3.92
4367	1319	3	46.73
576	2524	11	183.23
779	111	5	21.23
1545	1936	4	57.8
1755	14	9	31.4
687	106	6	21.88
103	575	9	23.89
190	193	9	48.21
2551	14	3	6.36
101	4415	4	22.92
1134	103	4	9.98
107	873	3	8.58
143	398	5	26.07
12	476	10	5.98
122	2467	4	31.51
102	2992	3	12.51
109	675	4	12.67
121	410	4	15.08
164	809	5	36.34
2392	1503	3	42.42
2169	12	9	34.41
110	408	3	6.01
5598	6915	3	68.64
574	109	4	11.41
1278	107	3	11.02
101	787	6	12.87
6760	9	3	29.18
156	114	9	18.25
2	1955	5	19.1
1130	12	10	21.31
688	4918	4	62.5
102	380	8	12.48
1243	7144	3	54.54
110	212	14	47.48
105	1506	4	18.21
548	14	8	6.9
115	126	11	16.22
107	668	3	7.07
3633	1272	4	63.67
12	120	55	4.79
8	512	3	5.89
766	122	3	13.52
497	117	3	10.14
2	2540	5	22.85
149	126	4	5.72
114	143	8	12.59
103	319	6	5.12
2825	14	10	61.67
1522	101	3	6.43
1389	102	3	6.7
179	12	29	10.32
189	452	5	32.07
228	850	6	52.74
102	1320	3	6.46
6924	360	3	46.5
154	105	9	9.37
119	336	3	8.14
108	128	11	9.49
2506	12	4	8.68
122	1125	4	23.91
148	1523	7	63.19
117	101	27	6.29
145	138	6	15.59
205	328	7	47.23
109	1127	6	31.08
421	1567	3	30.73
106	591	3	6.18
638	159	7	50.81
165	706	8	63.93
165	646	3	17.29
1233	273	3	25.66
127	14	37	5.43
659	8	3	7.09
101	140	30	32.52
111	947	5	23.34
1602	653	6	77.31
487	104	10	36.95
1942	783	3	36.51
105	3364	4	27.35
181	121	14	57.29
612	12	14	21.04
12	735	7	4.84
2944	318	5	63.38
143	730	3	16.25
115	685	3	10.51
996	105	3	9.17
107	160	11	16.71
437	116	4	14.15
642	107	3	6.86
1313	134	10	91.03
536	1935	4	48.16
750	12	8	7.31
953	1778	17	308.32
5455	12	3	12.28
452	154	5	28.92
131	167	3	4.75
128	835	3	15.06
168	1918	6	59.4
122	161	77	576.83
199	789	3	20.32
1315	101	3	5.71
324	117	7	28.45
971	609	4	41.93
123	337	11	58.85
110	1738	3	14.84
12	3606	3	7.6
6942	6461	3	73.13
289	117	5	15.7
234	101	17	27.75
1062	2989	5	77.03
101	1367	3	5.93
833	1450	3	34.31
2659	223	3	29.95
205	462	3	17.5
247	14	66	206.3
121	1864	3	19.57
2243	105	3	14.9
781	12	7	5.5
541	2347	4	50.41
173	185	3	8.77
104	167	22	56.66
495	107	4	9.39
3499	149	4	41.96
130	347	3	9.89
101	1138	5	12.84
109	1535	9	61.32
8	5409	3	24.68
103	2356	4	17.08
1771	12	6	12.64
123	231	4	10.18
716	3279	3	40.24
191	393	6	38.65
545	722	3	26.92
104	317	9	22.28
104	147	10	8.14
2156	14	5	14.26
135	670	3	14.76
5515	4656	4	90.21
227	151	3	9.26
12	1113	24	107.19
101	378	8	10.62
192	102	10	5.56
3572	2323	6	115.57
205	1124	3	23.08
359	114	3	6.55
127	578	4	19.11
1485	397	4	42.42
831	8017	3	51.82
269	148	11	64.86
341	102	6	5.63
2189	102	5	22.55
564	12	16	25.37
102	1038	3	5.11
105	2128	3	14.42
183	105	7	7.62
112	121	66	267.59
682	12	14	23.57
7791	1876	3	57.69
143	607	3	15.18
274	441	7	57.07
126	211	4	10.07
900	266	3	23.4
249	1037	3	24.13
114	759	5	23.22
449	103	30	142.36
1069	14	6	9.23
675	108	3	7.67
3495	12	3	7.6
2	265	132	938.33
2	324	12	19.3
101	1395	6	20.06
1786	449	16	251.61
102	1803	3	8.43
677	141	3	15.35
112	1573	4	21.6
513	4052	3	40.6
387	173	6	37.2
305	540	12	121.23
2976	12	3	5.96
494	105	4	9.12
116	1757	4	26
103	253	7	5.09
121	3673	5	49.88
261	107	6	10.5
143	1578	3	21.44
361	161	31	294.81
103	3051	4	19.88
106	1050	4	15
3991	2065	4	70.82
521	14	9	8.89
2490	14	4	10.9
628	14	6	3.97
2001	1152	3	39.06
102	530	7	13.8
1623	101	4	11.58
199	547	3	18.05
12	2938	3	5.96
177	1041	3	20.99
110	316	6	15.93
111	600	3	8.23
2351	108	12	118.85
323	115	8	30.58
3837	101	3	13.47
101	686	17	67.7
390	1647	8	99.86
111	389	11	48.37
5562	449	3	43.53
2476	562	12	199.22
766	137	15	133.34
142	594	3	14.58
132	169	4	8.62
103	1524	13	76.62
107	665	3	7.07
545	1278	4	43.71
3765	555	4	56.26
186	154	4	12.17
142	280	3	9.72
142	130	6	12.37
4076	12	3	8.72
930	6046	3	47.98
319	114	4	9.62
243	8	4	4.08
3232	2313	8	164.06
102	193	12	9.56
102	277	7	5.34
972	437	33	533.16
109	842	3	9.27
1512	181	6	56.49
258	339	4	25.14
102	1472	3	6.94
110	1333	4	19.79
112	1706	3	15.02
103	4835	4	27.1
1438	101	3	6.18
913	108	10	56.86
257	243	3	14.64
189	182	4	14.35
101	1756	5	17.4
118	103	69	132.51
2147	3796	3	49.03
3194	12	6	24.55
211	297	3	14.56
175	269	7	39.63
648	2538	3	37.31
232	268	3	14.58
1939	653	4	49.78
855	455	3	27.06
1777	14	6	15.96
3235	8	3	18.65
3929	7016	3	64.82
2583	101	3	10.32
12	217	57	108.8
116	1071	3	14.41
142	410	7	40.92
287	5176	3	40.19
143	125	7	15.8
715	102	9	26.78
6411	2	3	22.63
939	12	6	4.96
325	270	3	16.83
220	998	3	22.73
733	215	5	39.47
200	132	6	20.47
9	513	5	14.46
343	12	23	29.31
221	280	3	14.36
114	295	3	5.25
114	125	18	39.89
680	102	4	5.68
555	2	6	8.77
378	484	3	22.2
471	105	4	8.81
216	745	4	29.92
194	103	10	6.34
234	901	3	22.6
523	3169	5	71.27
290	8	11	34.1
101	1886	4	13.01
1227	373	3	28.12
101	2089	11	69.38
624	711	5	51.83
253	1166	8	83.95
570	14	7	5.07
113	2497	5	37.61
2411	14	5	15.19
216	880	4	31.33
105	510	4	9.33
301	413	3	19.45
102	1423	3	6.94
105	407	8	25.38
1023	319	5	48.12
1171	8	6	30.06
789	1134	4	45.84
690	621	5	51.19
101	1699	13	77.99
540	2523	9	138.15
597	1327	3	31.66
1601	1952	6	94.06
190	171	13	75.14
412	1814	3	31.64
428	4187	3	39.39
114	380	8	33.21
818	102	4	7.03
2961	12	7	29.57
12	574	35	117.64
1325	581	3	31.45
828	2	4	5.85
161	12	69	94.97
2138	726	8	117.71
641	5666	4	67.01
2677	137	4	36.81
319	9	7	17.25
542	105	9	36.19
280	431	3	19.16
102	262	7	4.88
3641	106	5	39.65
5430	824	3	47.33
243	115	10	36.09
101	1010	5	11.56
111	268	8	23.03
711	14	6	4.95
1695	186	6	59
407	491	11	114.49
757	662	5	52.93
101	2793	4	17.28
202	151	3	8.5
116	248	7	23.09
1313	106	4	17.1
154	1148	5	38.97
111	828	3	10.13
3038	760	6	91.44
2889	12	3	5.96
111	776	4	15.19
1190	105	4	16.11
665	12	10	10.6
440	669	4	36.13
2496	12	3	4.79
249	2507	3	30.92
519	12	14	16.89
1203	160	3	20.76
5169	331	3	41.28
1357	694	19	307.35
2	445	49	276.64
2167	4011	6	120.01
876	416	3	26.58
2	394	16	41.37
205	365	10	77.89
101	1325	4	9.74
2	529	17	57.56
317	118	6	23.05
123	109	9	3.97
130	166	32	194.59
3011	14	3	7.61
583	907	4	40.77
1856	103	6	27.3
637	8	6	21.63
102	3323	3	13.34
5402	3925	3	60.32
12	1675	7	16.2
129	1082	3	16.92
33	101	7	4.12
4063	1941	6	117.76
108	110	39	55.95
1862	129	8	74.74
12	2006	9	30.53
1240	106	4	16.43
119	163	4	6
230	191	6	31.07
103	630	12	41.02
333	1048	6	61.28
102	3579	5	31.26
634	425	3	24.68
111	1750	5	30.59
356	104	5	8.71
205	112	13	42.05
696	149	13	111.78
423	4606	4	58.65
3108	4723	3	54.95
103	2410	3	10.88
474	154	5	29.34
1562	107	5	26.11
133	986	3	16.92
13	2716	3	26.38
101	173	13	6.99
385	104	6	13.23
198	156	4	13.4
270	105	4	4.39
109	454	9	36.44
127	341	12	70.84
4923	1784	3	50.56
112	167	8	13.93
317	1313	3	27.27
102	1029	3	4.94
103	3179	4	21.12
122	456	3	10.51
107	278	4	4.79
196	227	6	31.54
2009	14	4	8.3
353	530	3	22.34
130	1114	3	17.16
486	885	6	64.05
185	1893	3	25.49
3673	129	3	26.76
248	101	10	8.88
661	103	7	16.93
126	283	5	17.74
331	1282	3	27.45
3304	106	3	18.29
1347	14	6	11.7
3196	14	3	8.38
12	829	6	3.86
126	200	5	13.8
828	4292	4	61.57
1345	111	3	13.18
112	147	51	240.49
3258	14	3	8.38
165	829	6	46.54
1926	101	5	18.7
219	163	4	15.4
581	103	5	7.96
492	259	4	28.42
6056	437	3	43.36
4809	106	5	48
126	118	28	105.63
1387	12	6	9.08
585	349	5	43.45
6144	107	3	24.53
141	156	5	12.89
224	465	3	18.18
5906	105	3	24.3
103	783	3	3.86
119	150	4	4.88
927	105	4	13.79
1155	418	4	40.5
130	468	3	11.79
1234	1660	3	37.97
108	260	4	5.11
414	104	26	141.13
2663	12	3	4.79
104	479	4	7.76
108	156	15	32.13
123	514	4	17.2
478	115	3	8.57
854	1555	3	35.08
102	1633	3	7.78
150	441	3	13.78
2	175	195	1211.79
1740	115	3	16.59
1159	110	3	12.11
2	294	14	23.34
106	405	8	25.23
206	14	44	80.38
2031	101	4	13.56
1239	1391	5	67.24
4975	2149	3	51.86
987	554	16	221.18
195	101	26	46.56
1117	101	7	22.25
106	151	7	4.64
819	355	3	25.09
13	324	6	30.95
2719	714	4	54.39
431	2087	3	33.16
979	102	5	12.57
2796	12	4	9.51
104	121	24	29.48
692	12	8	6.06
173	105	7	7.02
144	123	93	686.66
1509	12	4	3.94
110	2386	3	17.49
292	381	6	45.81
4925	196	3	34.76
2521	9	3	16.42
804	1554	4	48.99
101	2764	3	10.95
727	12	7	4.63
334	1225	4	38.77
102	683	5	8.97
547	159	4	23.2
1391	103	3	6.97
842	803	3	30.53
164	301	5	25.29
109	287	18	77.31
109	236	25	113.61
170	382	4	21.29
111	761	5	21
1146	101	3	4.9
1218	117	7	49.71
4606	395	3	40.38
1881	106	3	13.57
130	2008	3	21.37
873	103	4	7.74
738	391	3	25.02
103	1363	10	49.16
266	1799	4	40.41
535	14	9	9.11
1475	106	3	11.58
2588	163	3	26.97
103	1211	7	26.52
109	624	7	29.12
1020	194	4	31.06
559	406	12	130.35
759	2023	3	36.22
110	452	6	21.09
103	3964	3	15.84
280	396	4	27.1
130	2625	3	23.47
4054	349	3	37.99
404	190	6	39.03
1034	12	7	8.82
697	318	3	22.99
105	571	8	30.78
110	1223	4	19.12
150	742	3	16.83
906	103	4	7.93
114	446	4	12.73
1182	507	4	42.52
7930	4195	3	64.82
4336	352	3	37.99
114	142	22	71.7
372	101	13	27.63
2576	151	5	49.7
120	570	4	17.54
109	3621	3	20.43
4049	3907	6	137.95
351	14	18	25.04
9	564	3	6.33
129	168	9	31.5
1751	505	3	32.61
260	1050	4	34.96
12	1449	5	6.35
1824	6744	3	57.69
189	467	3	16.3
169	753	5	36.07
102	1271	3	6.24
105	240	7	12.42
2011	322	5	56.83
396	1610	12	164.76
337	114	9	36.72
212	125	3	6.03
1278	116	5	31.34
121	130	10	21.01
3100	12	4	10.47
407	134	3	11.55
490	139	3	13.38
121	280	3	7.06
121	340	3	8.45
116	2376	4	29.75
3463	137	4	40.7
102	560	4	4.42
110	199	16	54.89
240	1180	4	35.34
1864	105	4	20.58
8	2899	4	26.6
105	1385	4	17.44
322	1204	3	26.68
12	303	71	238.28
12	252	34	44.65
237	653	9	83.22
382	14	29	72.17
275	108	4	5.38
105	3742	4	28.87
744	498	4	37.94
113	1832	3	16.31
141	790	4	24.23
1099	349	5	50.65
186	242	13	88.79
104	1704	3	11.85
12	119	150	190.7
103	1600	7	31.55
12	178	74	130.4
3548	1253	3	45.23
101	650	4	4.42
3016	115	3	21.27
6132	106	3	24.31
961	129	9	69.83
101	786	13	48.36
282	1880	4	41.38
171	361	8	52.94
193	168	3	8.94
1742	543	4	46.62
2684	801	10	174.15
1072	103	3	5.53
1842	6235	3	57.69
1198	856	4	46.77
194	195	8	41.92
103	5138	3	17.39
133	550	3	13.31
3616	14	3	9.31
483	260	5	37.7
104	1017	4	13.47
2036	107	3	14.2
185	130	3	5.2
244	292	10	76.01
1522	102	3	7.21
1997	116	7	58.05
2933	12	3	5.96
175	169	5	18.63
136	924	5	33.88
322	9	16	65.38
12	1246	6	8.19
103	522	20	83.23
224	792	12	122.16
1106	159	3	20.2
3868	14	3	10.46
106	793	5	17.95
113	4533	3	24.91
110	1229	3	12.56
576	6808	3	49.52
101	1109	5	12.5
102	229	13	17.99
110	407	4	10.04
5235	3499	3	59.08
809	1592	3	34.77
2049	8	4	22.29
271	182	7	40.12
101	2377	3	9.76
813	102	4	6.86
208	104	47	228.47
1206	116	3	15.06
1727	438	3	31.73
103	1241	17	103.12
4433	137	3	30.96
161	141	3	5.59
148	4323	5	58.77
523	1036	4	41.59
903	3267	4	58.77
102	805	6	14.69
1010	105	3	9.35
2338	737	8	121.94
672	116	3	11.36
370	349	22	243.11
128	730	3	14.22
1680	1105	12	197.02
442	3843	4	54.42
777	107	3	7.89
1005	737	3	31.19
229	2074	5	53.86
279	249	4	22.69
116	191	8	21.86
1690	8	7	44.17
2481	281	3	31.62
201	1430	19	250.55
202	117	5	11.84
3217	161	3	29.25
103	912	7	21.71
102	5276	3	19.28
224	335	6	39.89
399	252	4	26.39
101	4113	4	22.92
991	14	6	8.24
358	494	3	21.99
3740	234	5	63.97
12	3555	3	7.6
103	2200	3	10.37
815	125	5	29.27
118	656	3	12.22
101	1366	5	14.81
106	336	7	17.39
1225	134	5	36.36
2	502	46	269.79
106	201	6	7.04
195	180	3	9.42
139	661	3	15.08
103	2455	3	10.88
117	102	29	12.83
4356	12	3	8.72
1094	329	3	26.24
134	139	7	17.41
5202	5548	3	64.14
109	1126	5	23.93
544	153	4	22.7
516	103	4	4.34
1420	177	3	23.15
13	444	4	20.54
1049	245	4	34.31
154	314	4	17.66
144	1324	3	20.29
306	117	4	11.45
4983	3330	3	55.82
1481	8	4	18.7
114	835	5	24.2
890	14	6	7.11
103	1930	4	15.07
141	337	5	23.31
2610	12	4	8.68
342	865	3	25.17
198	112	10	25.74
2322	5522	3	55.14
121	771	3	13.41
101	190	16	14.84
141	112	6	4.39
1789	12	6	12.64
169	5839	3	35.76
248	180	6	31.35
705	972	3	30.41
141	231	4	13.57
1888	134	7	64.56
116	549	6	28.64
812	104	5	16.59
1118	354	4	38.54
109	464	3	6.01
170	161	6	23.06
102	1107	4	9.35
204	1684	5	49.24
854	8	4	13.64
205	110	8	18.24
1411	8	4	18.3
2	220	31	77.26
428	8	12	50.76
106	439	5	12.41
438	108	5	13.75
2571	129	3	23.45
1282	14	6	11.23
3068	197	3	30.16
145	122	26	118.98
145	300	3	10.58
178	352	4	21.02
2073	5293	3	54.09
229	2180	4	41.62
108	112	39	57.89
834	12	10	14.37
449	104	4	7.28
3537	9	4	29.4
220	364	5	32.45
117	2966	9	102.72
119	118	11	19.5
1105	190	3	21.77
131	1494	9	80.78
1038	1036	8	108.53
173	134	3	5.4
952	102	3	4.64
163	562	3	16.17
103	1067	18	104.41
565	3222	3	38.83
1610	2468	3	43.07
1088	191	3	21.59
192	1447	9	94.23
118	677	3	12.33
263	1113	4	35.59
103	2355	4	17.08
206	140	3	7.75
426	3547	5	71.26
192	250	14	100.77
109	255	25	118.49
192	101	14	11.16
121	875	9	63.45
455	1146	3	29.14
789	873	3	30.54
2088	111	3	16.6
128	759	4	21.65
213	14	18	8.94
131	148	6	13.58
111	2426	3	17.63
166	105	10	14.91
986	102	3	4.79
131	215	6	21.02
3506	2903	6	120.75
268	2204	5	56.4
163	1273	3	21.55
473	107	3	5.32
543	536	3	25.22
1257	102	5	15.32
678	104	5	14.67
177	787	4	27.86
105	1147	3	10.13
110	571	6	23.61
122	665	10	67.13
5419	1355	3	50.82
111	194	5	6.32
1695	109	6	37.13
632	101	4	4.3
1295	213	17	213.52
103	1116	4	9.71
2958	437	4	51.51
1606	101	3	6.99
264	170	5	24.36
2	5500	3	18.18
202	793	3	20.62
1329	5844	3	50.55
654	1125	4	44.21
9	204	6	7.9
1281	188	4	32.69
618	191	8	64.39
