903	512	3	10.61
188	168	31	61.58
2058	537	3	16.82
399	2729	3	17.05
158	745	5	6.89
865	216	4	9.28
949	954	3	15.81
540	596	3	9.23
1781	101	15	17.49
122	1245	8	16.82
5267	444	3	25.33
3953	259	3	17.79
123	473	11	8.17
228	262	11	19.73
504	672	3	8.71
998	681	4	19.56
2188	8	6	8.62
2	113	896	1316.52
577	835	3	10.15
356	151	11	14.46
2055	103	9	11.63
808	191	7	18.63
4112	143	3	11.97
2912	1183	3	24.4
277	179	9	9.57
348	165	9	9.88
290	659	5	15.16
312	281	8	16.01
385	1430	3	11.43
718	428	3	8.3
179	699	10	30.32
399	371	5	11.38
536	1043	5	25.35
595	3247	3	21.95
2293	334	3	14.7
1594	378	3	12.2
819	238	4	9.23
897	432	3	9.46
413	1094	4	16.94
272	651	4	8.08
184	349	8	9.25
3193	233	3	14.67
2647	438	3	16.86
4703	540	3	24.35
103	844	26	21.18
150	2737	3	9.54
1240	217	3	6.71
2233	154	3	7.36
230	114	32	16.79
285	12	114	20.49
13	513	8	9.98
609	479	3	7.39
7405	118	3	16.67
1374	1383	3	19.7
1481	299	3	10.01
1074	726	4	20.25
2024	396	10	81.17
201	449	7	12.34
4744	297	3	19.93
106	4882	3	6.7
636	676	3	9.84
338	2685	4	23.58
306	104	36	9.27
798	109	20	30.27
449	201	7	12.34
186	1968	8	40.08
1056	132	5	7.38
124	2463	4	8.76
425	1189	4	17.58
5532	152	3	16.15
163	205	41	124.24
149	821	11	30.18
186	1908	3	7.78
345	1153	4	15.5
3591	146	3	10.65
138	2457	3	6.72
116	581	12	13.15
6289	3472	3	45.11
2608	146	3	7.62
535	874	3	10.35
376	146	9	7.4
354	788	3	7.03
260	1194	3	7.7
5266	102	4	8.33
579	196	6	11.89
193	4512	3	16.33
1347	154	6	15.74
473	603	3	7.57
2370	792	3	20.84
364	1015	5	20
215	425	9	21.9
3986	408	3	21.2
305	1676	4	17.6
792	224	11	47.24
1880	267	10	74.08
181	240	11	9.88
2531	201	7	42
512	853	4	16.28
1258	104	11	9.11
141	144	25	7.58
745	146	7	11.25
655	481	5	20.26
2251	116	9	31.74
107	125	117	14.06
689	102	27	12.39
1087	132	5	7.08
353	484	4	8.23
976	12	30	9.84
1835	823	5	36.61
2185	383	4	22.72
115	617	11	6.99
101	2957	8	9.54
196	340	7	7.88
859	685	3	12.04
801	338	4	11.81
152	1069	12	44.42
112	332	23	9.41
8	2174	8	16.92
1141	252	4	12.08
103	5255	4	9.12
700	391	3	6.95
539	748	3	9.81
105	1884	8	9.36
112	213	39	16.04
177	496	13	37.52
259	143	13	10.71
2667	101	9	8.25
116	2702	6	18.58
547	563	3	8.05
8	2326	6	10.86
219	103	86	22.47
224	6157	4	33.33
2099	575	4	25.42
110	780	11	6.93
342	880	3	10.11
215	2660	3	11.81
2170	129	4	8.78
824	3254	3	23.47
242	223	9	14.29
106	1344	9	8.16
3475	1394	4	41.71
623	266	4	7.75
5810	234	4	33.44
3179	2933	6	95.28
1093	252	3	6.99
518	618	3	8.2
600	245	5	10.95
1733	711	3	16.9
1099	2161	3	24.95
546	655	4	14.95
6930	103	3	6.84
127	113	129	94.8
109	476	16	8.77
3893	528	5	47.69
349	184	8	9.25
270	216	8	10.81
101	207	95	13.4
170	193	13	7.88
242	179	104	752.35
682	457	3	8.26
110	1111	11	13.14
9	3173	5	10.81
373	1452	6	34.12
12	2214	12	7.88
105	7850	3	10.73
1239	296	4	14.29
138	1068	6	11.28
638	429	3	7.52
5402	300	3	22.39
616	287	4	8.79
519	328	4	7.82
403	1254	5	25.08
3932	4579	4	60.58
376	2885	3	16.34
981	699	3	12.7
317	1466	3	10.08
581	417	10	49.86
694	627	3	9.97
12	2350	12	7.88
2460	111	5	6.99
416	876	7	34.27
2440	140	4	11.66
2853	1199	5	47.6
672	101	30	9.31
694	747	9	54.43
219	507	5	7.53
491	186	6	7.86
1994	854	3	18.59
396	957	7	34.97
192	281	11	16
546	1088	3	13.13
552	695	5	21.85
973	252	3	6.63
538	255	4	7.84
561	1468	3	13.93
695	455	4	13.2
1436	405	3	11.92
434	3328	3	19.13
1544	2343	10	126.16
1687	539	4	23.9
1212	512	12	90.5
430	1790	3	14.81
456	602	3	7.54
6501	6322	3	54.67
1262	170	14	70.19
130	3722	3	9.01
1550	101	15	10.34
141	2767	3	7.94
