108	5853	6
560	3603	2
705	8757	8
1820	3630	18
156	8173	7
362	1274	28
131	5258	22
167	2340	17
400	5571	5
23446	7667	7
103	121	8
101	3297	5
19385	11	22
1384	7044	16
12	9076	4
772	5355	10
229	1899	18
458	2604	9
104	5590	1
14	9131	29
132	7426	19
361	2300	3
173	7593	15
1376	1433	1
9977	9993	41
7787	8795	7
120	3022	9
2538	4313	5
110	2889	6
2964	5301	13
171	4483	37
890	4055	28
111	6685	18
18383	7289	1
3656	6151	19
413	8805	5
427	7898	16
14	2199	22
110	3320	9
26861	5669	8
534	8767	20
8239	7085	5
2	2737	0
4934	4542	8
517	5191	17
102	6392	7
793	652	8
14	6555	27
197	4686	11
631	3417	13
1683	4547	18
1225	5621	11
659	5500	19
145	8221	22
6388	1464	5
108	810	7
1877	6669	13
717	3447	6
721	3275	3
5919	9562	6
108	3655	12
2	7862	0
996	6204	19
1221	3364	4
163	3678	4
127	8674	0
1738	2705	6
2	1823	22
12	8591	13
1863	3008	5
14	5366	16
1933	2949	0
101	3610	12
1585	9085	4
12	1380	15
779	1009	8
102	3262	12
102	1240	10
138	2028	6
488	6265	4
5861	3386	17
144	290	0
4872	2614	13
1466	1355	32
113	9633	8
443	4204	29
863	9456	3
1604	205	4
9221	2337	24
393	7921	19
13	7769	5
2870	9332	17
880	2654	8
117	6495	25
4814	3752	5
857	533	31
2148	9890	21
4245	7995	5
10627	844	19
797	6579	15
2125	1120	3
119	6241	5
12	5654	28
112	1114	2
2856	5030	10
1822	9262	12
103	3348	3
12	7673	4
367	8396	16
477	5444	0
7024	1347	4
2543	2973	16
106	8066	18
198	6210	16
5095	6542	29
495	2136	6
2460	7828	17
544	2266	10
103	6420	2
2	7936	11
16	320	18
114	7362	14
479	6676	24
2106	1969	11
469	8899	12
3351	5690	22
167	3245	10
1008	9234	3
10048	6096	22
2793	750	15
2266	7766	20
270	1102	4
10686	2853	9
1453	3082	27
9148	2782	17
735	6754	29
192	6147	20
12	9868	37
279	5379	13
1552	5981	13
377	9921	21
925	7571	1
183	4471	22
125	6136	14
252	8557	2
758	2021	1
141	5119	10
7178	971	28
107	455	4
106	7487	17
101	3408	15
402	5375	16
5398	2983	1
18508	5509	0
14	7961	8
14	3735	19
7668	4370	11
625	3882	19
7609	6407	12
145	5815	27
327	4086	8
371	9856	17
337	2180	11
106	7613	7
4172	4976	3
24829	5245	12
2693	2376	15
24996	7219	2
493	185	17
165	9030	25
254	2238	0
115	4625	5
5040	7660	30
167	3703	23
376	1696	15
8259	5152	16
756	9311	3
12	3040	5
14	6473	35
250	2800	13
110	3857	8
104	7396	5
12	1544	25
466	5862	20
109	3446	21
346	5273	25
10662	5028	10
1263	9838	5
114	5695	30
103	9807	22
7154	3003	2
578	2803	8
190	5450	12
6516	5957	22
537	7104	40
105	8894	27
160	441	18
1080	7772	19
129	6063	3
102	1352	20
684	1134	5
195	7305	12
2832	8568	4
101	9030	29
148	6374	6
8586	3316	0
1201	4829	27
108	2584	3
355	6003	10
407	8410	8
103	218	10
395	3755	26
14	5478	14
213	5462	22
108	3103	7
2077	6569	15
3890	7784	2
8471	4151	31
4265	4442	17
14	686	26
2065	7242	13
101	426	27
25926	94	4
1209	2759	14
2	4358	23
12	5745	2
477	5802	0
14	751	17
102	3050	11
238	9358	7
386	2568	17
3474	9483	25
184	5623	0
2	1412	0
5489	9069	0
13297	9614	3
12	3930	2
269	1914	11
239	5699	18
16975	6453	4
102	4801	11
21343	6988	3
3119	1304	10
6595	373	17
101	5416	12
103	8182	14
3045	2644	12
430	2269	2
1333	5779	7
171	8399	8
12	2218	6
1242	9734	34
12	8554	5
2749	4204	35
294	998	0
2311	1157	34
25473	5266	28
1820	2615	23
16369	904	0
409	3748	13
106	5815	23
107	1829	8
101	8114	2
281	8946	11
783	3768	1
105	3579	10
102	4220	8
1047	5575	1
2804	541	2
18643	7581	1
2022	5097	20
356	6411	11
19912	2959	4
5175	9309	10
253	4857	5
112	5498	11
1261	2265	12
4418	6231	7
14	5735	23
102	1674	16
121	4625	21
312	7375	2
178	195	12
192	4993	3
226	4024	3
8	5044	13
10130	4664	11
2599	8098	13
14	5796	10
14	4971	27
105	2025	3
661	9074	13
588	2827	0
309	7314	13
854	2941	10
232	1004	21
197	342	22
355	5297	14
5545	5659	0
305	882	18
174	3156	8
172	8871	3
102	5624	3
120	1994	33
6145	4117	8
14	1301	4
226	6405	1
24966	8571	30
2542	8984	5
102	7582	5
5700	8604	8
310	2250	4
1189	8973	2
227	1861	16
2177	1986	8
130	4472	8
102	5561	8
368	5019	10
436	658	11
102	8412	17
120	3286	21
3116	4749	1
136	7312	27
3513	6151	5
8	8674	13
8372	3141	1
8481	1538	21
19974	1145	10
3773	1761	1
14	4638	13
13577	5401	11
108	6496	1
18826	333	7
1721	3435	1
2600	2289	12
103	5026	8
15675	4087	7
12	7977	8
12	5967	14
441	5761	7
12	2920	2
157	3039	0
1582	6152	20
12	8937	10
12161	3247	8
102	1917	16
114	628	5
208	5304	10
8871	6057	0
108	8685	4
14	7989	12
2051	2253	28
2345	5990	19
326	1891	19
748	5000	0
330	5904	6
4215	3539	8
25483	3768	10
324	3643	9
1341	3976	11
3012	4921	23
21659	5825	2
12	8213	2
124	4217	1
7196	6694	17
161	2319	27
469	1540	10
17811	1889	19
2	8940	13
14	8331	16
22590	5089	15
2652	5129	21
922	919	11
16331	7296	10
10819	8348	12
4418	7697	8
671	6943	15
12	1215	11
145	4688	34
134	2072	13
792	4281	11
14	8264	13
474	5093	1
9708	286	14
9345	8329	11
102	1283	14
320	4444	8
3188	7426	2
2334	6186	17
104	3996	7
307	2790	19
4509	4011	5
879	1392	18
101	8973	7
312	3721	12
2291	2909	16
26733	5192	19
684	5715	32
106	2860	1
6955	2342	5
113	5026	22
107	8114	18
12	1240	21
103	3549	15
2	943	0
8905	3113	20
158	7477	11
10925	6587	19
1175	8881	0
137	504	16
9	6430	28
4399	7399	13
109	7013	5
3969	8159	13
9	3484	11
235	1198	24
111	2134	12
12	9661	13
124	465	15
1436	4417	3
599	2625	15
157	4333	0
14	9045	33
2	6788	0
8	4249	16
184	2807	0
3756	2050	22
6366	505	5
1797	2341	21
169	5387	10
106	3192	6
102	2672	4
10043	2033	26
3331	4719	30
150	2714	9
3162	6184	10
511	833	7
14	2961	14
102	2802	18
22089	1598	23
2	8311	27
1081	6553	16
227	9615	3
12	9984	14
114	7163	6
487	5936	0
268	4294	19
14	1657	18
5395	6440	37
143	7393	30
21411	4311	2
11465	5363	12
111	716	2
6225	4128	10
2	5078	27
20551	6072	15
1640	4453	11
103	3179	4
186	3401	6
138	2574	11
26059	268	11
688	4105	5
1126	270	6
126	4021	10
103	2468	21
1235	4272	5
702	1607	6
127	2153	25
24314	8113	18
102	478	23
21430	9937	7
713	4382	6
3546	5938	11
2745	2863	6
23653	8823	17
12	9227	6
21437	4906	3
8550	946	16
12	1516	8
9	8292	25
12177	6184	31
104	4777	3
26588	3460	6
12	4525	2
16440	5600	32
306	5490	16
589	7498	9
427	4352	9
198	616	9
584	2856	3
2142	8728	2
175	6677	1
12	2682	10
101	9711	11
991	2662	9
1272	9489	14
1438	9385	5
126	6603	21
169	8896	2
108	7719	20
298	3769	18
2325	7908	17
105	4116	16
987	3471	17
4333	6759	12
204	2769	9
1025	847	10
162	126	13
228	3711	3
12	1097	17
381	7716	11
185	2242	4
14	345	25
133	3973	6
18259	4841	15
130	3166	30
102	3345	4
2	6141	24
145	1500	11
196	2088	9
17570	3909	18
14687	7539	0
1178	1152	8
102	5767	7
7244	4352	6
159	1839	35
348	2747	17
661	1562	3
591	6938	19
103	2687	18
1295	3483	0
8	3600	13
144	7002	0
1429	5591	8
12	8861	6
111	9975	15
101	161	16
3993	4811	19
231	2644	16
243	9822	20
4871	9992	5
728	7044	9
415	2633	3
1773	5103	15
181	3191	5
14	8707	20
1072	2072	18
913	955	0
350	1503	5
301	1666	10
103	8389	35
206	7763	15
199	8269	3
2500	7298	10
2	320	26
5441	177	7
12	6073	20
108	7257	10
188	2342	9
9	9777	4
3148	9105	0
166	2528	13
106	5507	9
106	1037	18
880	1691	10
12	3600	2
11662	8807	8
8921	7256	8
12	5233	1
2465	9616	5
381	6132	6
26623	495	11
15147	1589	14
26589	1170	14
24093	5251	3
14	2248	31
4406	2198	11
849	4000	3
7765	7158	2
392	336	8
107	7922	3
241	7711	5
2615	4994	6
414	4148	4
382	403	26
13664	9201	11
103	1054	16
1908	8392	13
1199	5281	5
138	9116	17
890	1363	16
1211	3716	39
4427	9218	18
3699	4725	11
219	5278	15
156	5730	3
11199	6458	20
1570	2503	36
655	8568	16
685	4007	8
226	5668	18
101	6334	13
16660	6859	8
1983	4717	7
7528	695	29
2	7186	0
24707	7352	14
8	7143	12
1562	5661	4
14	6210	40
280	9436	19
116	1405	18
722	856	6
1814	644	14
876	6838	8
1610	5910	12
5718	5281	23
508	4919	10
12	1984	15
3976	6740	30
121	6785	9
108	8302	8
12	1921	4
10805	831	12
2	4472	10
707	639	8
18821	3141	4
105	9141	16
3110	650	9
144	902	0
9304	2712	19
111	6058	7
8452	9656	0
12	9103	14
12	2574	6
12	9792	31
189	7889	11
102	6100	4
107	1346	21
8022	457	3
12	5031	16
718	9769	20
14	9950	13
360	9514	12
101	5488	4
1429	7201	16
241	5346	21
168	5091	23
374	6483	18
134	8131	11
2275	8901	26
499	1848	1
14	5748	5
3969	8544	11
115	3930	28
14	5685	14
1100	9840	0
682	9380	4
2	6651	4
170	7439	10
125	625	18
166	3907	10
5636	4870	7
19242	4279	14
12	3452	20
25548	3493	19
17572	9645	11
3117	975	17
26271	504	4
829	6522	1
168	4509	9
3555	4694	0
2053	6430	23
594	9967	9
12	4378	19
104	8823	7
12	6524	21
103	9695	11
9	3166	12
688	369	4
4979	346	13
248	1997	6
12	2097	19
106	2019	18
155	5078	8
3514	6645	29
15651	757	9
268	567	12
101	6028	12
2233	7712	15
774	1368	1
497	1916	13
119	968	16
9	2512	22
161	7338	3
806	3742	28
123	5564	1
521	1862	16
147	5581	7
14	3408	33
426	9659	19
184	9458	0
469	6159	1
15751	1533	4
12	6047	1
105	8741	14
109	8481	15
11290	98	3
108	3504	15
102	2759	21
747	1922	1
1328	1388	4
14881	5281	9
1419	1277	31
101	7393	2
12	4755	13
8	8824	1
2034	2860	9
9895	2832	15
210	5933	15
146	8651	2
292	8367	15
2082	1283	19
110	9156	4
10471	7437	3
26133	779	13
2978	3776	5
4218	5454	28
165	6637	10
2187	5163	0
399	8762	11
232	7379	3
12	5410	2
146	5021	2
23236	8558	7
149	5933	11
5476	3949	5
11196	4083	5
9660	5463	3
581	809	4
14	5438	6
194	9204	13
110	7353	5
6060	7147	27
1711	2761	19
14	4272	28
113	5821	8
2622	1343	8
6376	3238	25
135	6070	15
400	377	5
671	209	4
110	5736	17
22543	6236	11
308	9896	10
18082	8132	1
1052	5026	11
1162	183	8
1293	6835	4
204	8641	6
951	3944	1
385	5487	15
386	6754	24
111	7766	14
102	1959	14
823	1814	24
396	841	23
16332	7296	10
12	6716	7
385	9669	7
140	4081	5
2512	9445	0
17675	451	0
167	4675	9
1902	6815	5
284	5200	17
115	8811	2
27391	3163	14
6733	8773	10
177	3429	18
111	7703	5
1242	7319	17
136	410	9
1147	3655	15
14	9500	9
20583	9368	16
18370	9364	11
1008	3429	17
213	1162	20
112	1959	16
439	2822	10
5039	6864	17
147	6136	3
105	9565	13
4666	6740	6
14	8273	14
1504	2232	6
7634	6225	6
153	3531	9
296	3347	1
1394	1183	11
1236	3456	6
9565	360	18
108	751	1
534	2809	12
101	755	10
5919	7252	15
109	5054	3
12	6336	15
1274	7639	2
1762	3892	6
5020	2191	13
12	9865	19
117	4494	14
245	5397	10
136	2742	12
12	2694	1
111	3820	8
2720	1619	20
566	6294	7
113	1074	10
12	3978	13
386	637	5
115	2589	10
1967	2722	22
12	610	17
9698	1797	16
103	5952	7
204	5394	20
410	3628	10
3273	8417	4
275	2877	17
793	2035	9
102	6216	23
14	4429	13
14	8484	24
101	8736	25
12	5213	5
181	6992	8
309	1884	6
103	5503	18
2209	5043	4
184	4758	0
14364	8366	19
117	7704	12
11397	6450	8
106	5796	5
5113	5655	10
105	1292	8
185	4211	11
115	5255	5
397	190	5
318	8708	4
101	6858	2
114	1100	23
107	9146	6
4356	8899	6
120	9576	11
185	5530	15
3433	4562	8
15916	9670	14
2	5006	19
304	9466	15
101	3786	3
14	5158	31
12	2270	10
134	2323	6
105	1448	11
1898	3212	10
12	2077	23
508	9445	1
1236	9491	6
521	3205	12
1939	6810	16
12	3475	13
4024	3521	0
255	7837	33
885	2321	28
14	1322	18
10495	4623	14
114	5318	32
103	1768	9
197	4327	27
2598	8899	11
142	3224	20
653	2231	5
1505	4187	16
12	7714	3
540	5851	15
5668	4607	14
340	6193	27
2	6550	11
7956	7489	5
119	4246	7
1797	6599	27
258	6773	32
106	7322	8
106	9365	27
101	9525	21
5081	9122	30
106	1331	30
928	907	7
238	8783	40
1529	4448	21
11168	715	11
107	6123	2
12461	4158	29
171	1317	16
159	813	18
203	4974	10
215	9463	5
101	1883	5
556	4027	20
14	400	21
161	1051	12
754	961	4
174	3936	22
738	5186	11
139	9153	1
114	6430	13
14	1180	25
377	6638	13
11723	1358	10
110	6490	16
12	1026	11
334	9533	13
2002	1806	20
420	5955	14
3745	7736	20
279	3653	1
291	8167	9
6050	8887	5
299	1140	2
104	5366	15
103	7033	14
16510	8670	6
516	4273	13
507	4122	4
6802	5496	27
831	5582	8
14	8137	7
183	1380	5
3059	715	7
12	1790	3
2371	1823	4
14	1632	17
24188	6375	4
101	1380	16
2537	2615	0
1135	4239	5
124	8018	3
120	1335	12
340	9082	9
231	3488	7
2	8158	6
368	1564	20
103	6602	15
12	7526	2
8328	6622	1
222	4507	0
14	414	23
904	7736	15
6439	6210	0
106	891	19
9901	3580	17
1543	1494	18
1272	5799	15
14	8248	18
14	5860	36
105	4177	8
111	8577	14
14139	8118	23
4163	6226	10
3313	3542	32
108	7778	12
6155	6901	6
14	1170	27
1085	4442	18
108	9122	14
12	7589	31
4815	6500	2
481	7868	6
113	2183	23
943	2103	12
3292	291	2
280	5509	8
10001	8680	8
214	11	6
1522	8528	3
103	1809	11
565	2137	25
962	4942	10
2	9710	0
5889	3296	18
626	7018	13
334	4713	3
125	3660	8
2997	9541	3
102	7019	8
609	9790	13
10596	3177	17
15149	120	27
347	886	12
184	1596	0
5161	4186	7
2550	6623	2
1937	9897	17
8047	8107	5
117	9791	8
21317	6843	3
121	6200	25
122	4665	2
12	5302	15
2	2601	7
4809	836	5
14	2126	26
2180	7750	14
14	1511	13
114	2539	2
400	6535	3
103	6268	4
12	1531	9
103	9599	27
669	6371	9
1149	5320	1
404	337	13
110	2412	2
101	6127	1
1631	5787	2
9407	4478	6
